110000,111000,108000,300,111000
108500,110500,108000,464,110000
108000,108500,106500,231,108500
107500,108000,107500,38,108000
111000,111000,103000,292,108000
111500,111500,108000,41,111000
112000,112000,108000,31,111500
111500,112500,111500,17,111500
110000,111500,109500,144,111000
109000,110000,109000,23,110000
110000,110000,108000,41,110000
110000,111000,108000,28,110000
109000,110000,109000,43,110000
110000,110500,105000,278,109000
109500,113500,109500,92,111000
117000,117000,108500,213,109500
119000,120000,107500,877,117000
118000,124000,118000,67,120000
118000,122500,118000,47,121500
120500,120500,118000,104,120000
122500,127000,120500,147,121000
121500,123000,119500,33,122500
119000,124000,118500,99,121500
120000,124000,119000,109,120000
120500,121000,119000,49,121000
125000,125000,120500,32,120500
121500,122000,118500,100,120000
121500,123500,114000,553,123000
124000,124500,118500,358,123000
124500,125000,123500,63,125000
126500,126500,121000,74,124500
127500,127500,124000,387,124500
128500,128500,128000,14,128500
129000,130000,126500,78,128500
130500,131000,126500,286,129500
129500,132000,128500,130,131500
130000,130500,128500,83,130000
129500,130500,129500,19,130500
130000,130500,129500,34,130500
130000,130500,128500,105,130000
131000,131000,130000,67,130500
131000,131000,129500,42,131000
134500,134500,128000,318,130000
133500,135000,131500,121,133500
134000,135000,133000,41,134000
137000,137000,130500,78,135000
131000,137000,129500,429,134000
129500,131000,129500,50,131000
131000,131000,129500,235,130500
131000,131500,129500,262,130000
131000,131000,130000,45,131000
132000,132000,130000,197,131000
134500,134500,131500,102,132000
134500,134500,133000,33,134500
135000,135000,130500,117,134500
135000,135000,133500,35,135000
135000,136000,130000,189,136000
135500,136000,135000,13,136000
134500,137000,134500,84,137000
135000,135000,133500,81,134500
136000,136000,133500,55,135000
135500,136500,134000,109,136500
135000,136500,133000,116,135500
135500,137500,134500,36,137000
138000,138000,138000,1,138000
138000,138000,138000,1,138000
137500,138000,137500,2,138000
136000,139000,135500,36,139000
137000,138000,137000,3,137500
137500,138500,137000,20,138000
139500,139500,137000,18,139000
139500,139500,138000,7,138000
137000,139500,137000,7,139500
139000,139500,138500,37,139500
137000,137000,137000,10,137000
137000,139500,137000,6,139500
139500,139500,139500,1,139500
136500,140000,135000,39,140000
137000,140000,136000,57,138500
137000,139500,137000,34,139000
140000,140000,137000,21,139500
139000,139000,137000,17,137000
139500,140500,139500,97,140000
140000,141000,136500,62,141000
141500,142000,140000,24,141500
140000,142000,140000,49,141500
139500,140000,139500,25,140000
139500,139500,137500,33,139500
139000,140000,137000,35,139500
140000,143000,137000,31,139000
133500,140000,131500,163,140000
135000,137500,132000,23,134500
133500,136000,133500,41,135000
137500,140000,136000,51,137500
141000,141000,137000,45,137500
143500,143500,139000,58,141500
144500,144500,141500,15,143000
143500,144500,142000,21,143000
143000,145000,142500,26,143500
144500,145000,144500,13,145000
144500,145000,144000,30,145000
143000,145000,143000,16,145000
144500,145000,143000,109,145000
145500,146000,145000,107,145000
147500,147500,146000,68,146000
148000,148000,146000,54,148000
146000,148000,144500,105,148000
146000,149000,146000,56,148500
146500,148000,146000,235,148000
148500,149000,146000,128,147000
148000,150000,147000,42,150000
147500,148500,145000,199,148500
149000,150000,145500,85,148000
146000,147500,146000,42,147500
148500,154000,146500,21,148000
149000,149000,145500,57,147500
147000,148000,146500,100,147500
145000,150000,145000,121,148500
151500,151500,145500,128,149000
151000,151500,147500,192,150500
146000,152000,145500,416,152000
149000,149000,145500,222,148500
145000,148500,144500,130,147500
145500,149500,143000,187,149500
148500,148500,143500,172,146000
145000,149500,143000,121,149500
147000,147000,143500,341,145000
148500,148500,144500,211,146000
147000,148000,145000,120,147000
145000,147000,143000,118,147000
146500,147000,145000,173,145000
150000,150000,145000,382,148000
146500,148500,145000,258,147500
148500,150000,145500,57,149000
152000,152000,146500,96,149000
153000,153000,149000,35,150000
153000,153000,146000,101,150000
151500,151500,149000,25,149500
150000,150000,148500,138,150000
151500,151500,148500,31,150000
151500,151500,150500,55,151000
154000,154000,148000,15,151000
150500,150500,150000,31,150000
148500,150500,148500,41,150500
156000,156000,148000,87,153000
151500,152500,151000,12,152000
150000,152000,150000,52,152000
152000,152000,150000,26,150000
148000,152000,148000,21,150500
145000,150500,144500,104,150000
147000,150000,147000,15,150000
147500,151000,144000,134,144000
146000,148500,145500,76,148000
150500,150500,150000,63,150000
150500,151500,149000,62,150500
152500,152500,147000,155,151000
152500,152500,152500,1,152500
151500,151500,148500,3,150000
152500,152500,147000,19,149000
149000,149500,145500,47,149000
152000,152500,147000,162,150000
152000,153500,152000,179,153000
152000,153000,149000,226,153000
150000,153000,150000,133,152000
149000,150000,149000,106,150000
147000,148500,146000,9,148500
148000,149000,148000,2,149000
146000,148000,146000,13,148000
147500,148000,145000,35,148000
147500,148000,144500,59,148000
148500,148500,145000,115,146500
145500,147500,145500,8,147000
149500,149500,143500,28,148000
147500,147500,145000,8,147500
143000,146500,143000,2,146500
147000,147000,146000,349,146000
144500,146000,144000,12,146000
146000,146000,144000,8,144000
145000,145000,143000,63,144000
146500,146500,144000,16,145000
145500,147500,145000,58,147000
147500,147500,143500,37,145500
149000,149000,144500,154,147500
148500,149500,145000,188,146500
151500,151500,150000,11,150000
152000,152000,149000,230,150000
151500,151500,148500,447,149500
151000,152000,146500,324,149000
148000,152000,148000,40,151500
150000,151500,150000,2,151500
148000,152000,147000,299,152000
150000,151000,148000,26,150500
152000,152000,147000,220,152000
148500,152000,148500,128,152000
151000,151000,148500,444,151000
151500,151500,147500,205,151000
151000,152500,149000,107,151000
