1845,1900,1840,452055,1890
1805,1840,1790,275373,1830
1775,1815,1775,351670,1795
1750,1820,1745,403970,1805
1760,1760,1700,355727,1735
1730,1800,1720,284270,1760
1750,1775,1725,350810,1745
1725,1780,1695,563427,1760
1720,1775,1670,715107,1670
1680,1710,1675,306575,1700
1670,1670,1640,291662,1665
1600,1685,1600,356194,1665
1585,1625,1580,272205,1580
1585,1615,1555,258949,1590
1490,1615,1490,481919,1610
1590,1640,1510,420177,1540
1660,1705,1590,350285,1625
1610,1700,1610,366959,1690
1660,1670,1595,406740,1660
1700,1715,1625,420496,1635
1715,1720,1700,182098,1705
1735,1735,1705,214301,1715
1725,1750,1715,182454,1735
1745,1750,1720,204464,1730
1720,1755,1690,217028,1705
1705,1735,1685,321757,1685
1680,1750,1680,484571,1740
1770,1840,1685,1373229,1715
1860,1875,1810,415267,1810
1870,1895,1865,142983,1870
1905,1910,1870,242442,1885
1905,1930,1890,218650,1905
1905,1960,1895,206464,1900
1965,1975,1910,182877,1920
1975,1985,1940,189705,1955
1940,1980,1935,244904,1970
1915,2010,1900,578346,1940
1925,1960,1895,335644,1900
1990,1990,1920,310852,1920
1970,1995,1955,194256,1990
2010,2020,1980,174206,1990
2000,2035,1975,248699,2005
2020,2030,1990,330386,2000
2015,2030,1965,385245,2020
2025,2040,1975,469179,2015
1930,2030,1930,974108,2000
1915,1945,1910,367992,1935
1905,1925,1885,365947,1910
1895,1915,1880,265956,1905
1875,1905,1875,265089,1900
1875,1885,1860,256062,1875
1885,1905,1865,254008,1870
1875,1915,1865,271204,1880
1885,1925,1875,291117,1880
1880,1960,1875,228878,1890
1890,1900,1865,166836,1880
1885,1925,1885,160605,1915
1900,1910,1880,191343,1890
1900,1915,1880,226622,1900
1925,1930,1895,210943,1905
1970,1970,1915,156591,1925
1930,1950,1905,220000,1945
1975,1975,1925,203244,1930
1920,1985,1890,299885,1970
1955,1975,1875,405425,1900
1910,1955,1895,351214,1940
1895,1900,1875,248053,1895
1890,1935,1875,332720,1890
1880,1905,1865,242236,1905
1925,1925,1880,270492,1885
1865,1930,1865,233141,1920
1900,1915,1865,203007,1870
1920,1930,1875,448578,1885
1910,1925,1875,284105,1920
1885,1910,1870,187407,1905
1870,1910,1860,213091,1890
1890,1925,1860,337449,1870
1890,1935,1850,408662,1865
1780,1885,1780,333938,1875
1840,1840,1790,367681,1800
1810,1845,1805,227312,1830
1810,1830,1790,380309,1810
1865,1885,1805,495644,1805
1875,1890,1860,170608,1860
1900,1905,1870,235448,1870
1880,1910,1870,399021,1900
1880,1890,1855,399953,1865
1860,1890,1835,432104,1865
1850,1880,1850,285081,1860
1920,1920,1845,439582,1850
1855,1925,1855,331058,1925
1915,1920,1830,417370,1865
1890,1905,1855,229052,1900
1850,1910,1850,348312,1880
1935,1975,1850,679436,1865
1975,2005,1930,415464,1955
1910,1980,1910,259986,1940
1980,1980,1935,284460,1935
2010,2010,1950,331315,1965
1980,2035,1970,345149,2010
2000,2030,1920,489345,2000
2080,2090,1995,519371,2010
2070,2110,2040,334277,2080
2190,2190,2080,577114,2095
2195,2225,2150,661581,2160
2240,2240,2160,722181,2215
2195,2245,2105,1124299,2245
2300,2310,2195,2054976,2220
2160,2350,2135,4204405,2270
2165,2185,2100,477797,2135
2165,2190,2145,401113,2160
2180,2190,2100,526945,2165
2165,2180,2105,552756,2150
2175,2175,2085,679320,2120
2095,2170,2090,801344,2150
2170,2175,2075,746294,2090
2275,2275,2165,1190168,2175
2075,2320,2075,3165234,2275
1970,2015,1955,1190021,1995
2205,2205,2080,602669,2105
2170,2215,2120,667607,2170
2250,2250,2185,738471,2200
2245,2250,2180,789660,2250
2135,2365,2110,3752027,2245
2190,2240,2110,1310131,2115
2320,2355,2210,1509066,2275
2160,2320,2150,2170669,2270
2080,2170,2050,859960,2140
2030,2080,2015,645825,2080
2030,2030,1975,536042,2010
2110,2125,1990,1075195,2010
2090,2175,2080,583077,2120
2215,2250,2070,1187974,2090
2270,2345,2200,2289445,2230
2100,2220,2080,2246335,2200
2050,2095,2020,444559,2045
2065,2075,2040,341157,2045
2065,2100,2050,406419,2055
2070,2085,2030,581304,2070
2025,2145,2025,2098504,2065
2040,2040,1980,539652,2000
1980,2080,1970,2049106,2000
1885,1985,1875,1031155,1960
1880,1895,1865,165157,1870
1865,1890,1865,241819,1875
1880,1890,1865,339987,1875
1885,1905,1880,246177,1880
1880,1905,1860,518014,1875
1860,1880,1840,302393,1870
1850,1885,1835,366716,1875
1865,1865,1840,217737,1860
1865,1890,1850,251252,1860
1865,1880,1850,323619,1875
1840,1875,1840,281875,1875
1850,1905,1840,501046,1870
1830,1855,1820,307066,1850
1825,1835,1800,342543,1820
1845,1845,1815,275078,1830
1830,1865,1820,222393,1845
1825,1845,1815,228566,1820
1850,1855,1820,477416,1820
1880,1890,1860,318849,1865
1910,1920,1870,486652,1880
1860,1930,1860,705517,1900
1880,1900,1860,486892,1860
1910,1930,1870,612511,1880
1920,1945,1870,643632,1910
1965,1965,1910,569963,1925
1985,1990,1965,369957,1965
1980,2060,1970,444281,1990
1960,1990,1925,774503,1975
1950,2025,1945,884354,2000
1995,2030,1935,743037,1940
2010,2055,1985,576704,2000
2050,2065,2010,435222,2015
2040,2065,1995,548586,2050
2050,2050,2020,444155,2030
2050,2065,2025,317487,2035
2035,2075,2035,375451,2050
2025,2090,2010,303585,2045
2050,2070,2010,508987,2025
2095,2100,2055,486681,2055
2075,2100,2055,393926,2075
2035,2105,2025,386128,2090
2050,2060,1980,539627,2020
2095,2120,2040,620278,2050
2215,2220,2085,1004202,2095
2035,2235,2010,1464368,2200
2090,2130,2070,603404,2075
2185,2220,2080,849237,2095
2100,2200,2080,940989,2180
2245,2310,2200,636043,2200
2310,2345,2250,902802,2300
2350,2360,2285,907619,2310
2350,2350,2230,1337949,2300
2325,2380,2290,1445885,2355
2170,2360,2150,2223792,2310
2100,2155,2065,811344,2145
2020,2095,1995,690177,2085
1990,2025,1980,394338,2010
1960,1990,1960,200962,1970
1995,2015,1950,340215,1965
1960,2020,1960,310332,1990
1995,2015,1965,432208,1965
1985,2025,1980,307594,2010
2010,2015,1980,229032,2000
2015,2025,1980,420162,2005
1945,2000,1930,748260,2000
1910,1940,1870,529097,1915
1890,1920,1885,268916,1910
1920,1935,1885,521175,1905
1935,1945,1905,319497,1930
1930,1945,1890,385081,1925
1925,1935,1905,439914,1925
1930,1945,1920,327104,1925
1970,1995,1930,254498,1940
1960,1995,1920,380945,1985
2015,2020,1955,247635,1975
1985,2050,1985,314522,2015
2005,2005,1975,188991,1985
1970,2010,1965,222490,2000
2000,2015,1975,188111,1990
2010,2025,1965,260459,1980
2075,2075,2005,238523,2010
1960,2055,1945,560509,2055
2030,2095,1955,1171191,1955
2045,2070,2005,254284,2025
2015,2065,2015,164339,2060
2000,2035,1955,159117,2035
2055,2100,1990,347644,2000
2115,2115,2035,249330,2075
2100,2115,2065,218713,2100
2015,2090,2015,384875,2090
2085,2090,2020,248032,2030
2090,2090,2040,230689,2060
2115,2120,2065,325370,2100
2055,2095,2050,206894,2065
2170,2170,2070,300323,2070
2130,2170,2125,292401,2140
2120,2150,2120,149370,2125
2100,2120,2090,141799,2120
2100,2130,2085,275341,2100
2090,2150,2065,319213,2100
2105,2130,2100,238826,2100
2105,2135,2100,183947,2110
2140,2145,2100,296970,2115
2065,2135,2065,364141,2115
2090,2150,2040,331329,2105
2070,2110,2065,297141,2100
2095,2115,2055,262929,2075
2120,2120,2080,335205,2115
2050,2110,2030,296945,2100
2040,2090,2040,169952,2055
2100,2135,2040,281267,2060
2045,2125,2020,504206,2095
1995,2050,1980,350011,2045
1925,2015,1910,294889,2015
2020,2035,1950,431144,1950
2030,2045,2000,269140,2025
1990,2045,1990,291051,2045
