2790,2840,2720,56686,2755
2915,2915,2760,47628,2795
2780,2880,2740,46786,2810
2860,2985,2840,147445,2850
2745,2860,2705,51201,2860
2915,2915,2810,39354,2840
2880,2910,2740,78892,2900
3050,3060,2860,147191,2880
2940,3095,2905,357846,2965
2795,3070,2795,457658,2935
2760,3010,2735,267185,2795
2795,3160,2760,440570,2815
2660,3185,2605,1263308,2820
2240,2765,2200,1003868,2765
1990,2150,1970,35385,2130
2180,2315,2095,64055,2095
2185,2350,2185,97142,2205
2320,2325,2165,86559,2220
2560,2650,2440,31829,2440
2610,2625,2520,11956,2580
2625,2650,2575,13418,2640
2605,2650,2580,15164,2640
2650,2730,2650,19225,2670
2650,2800,2650,49112,2730
2575,2660,2575,34352,2650
2900,2900,2560,142202,2600
2750,2910,2750,54468,2855
2730,2910,2730,86863,2785
3075,3085,2945,50357,2950
3085,3100,3050,21047,3085
3150,3165,3050,33635,3060
3205,3250,3135,22118,3140
3300,3300,3180,45767,3200
3355,3355,3130,50393,3300
3315,3355,3285,50017,3335
3280,3320,3240,36254,3315
3245,3305,3235,40478,3265
3340,3345,3245,105150,3245
3430,3450,3300,65060,3310
3460,3505,3385,72205,3400
3470,3550,3410,120986,3480
3320,3535,3310,283168,3445
3295,3330,3290,41456,3300
3380,3380,3300,50902,3330
3275,3385,3260,73169,3380
3350,3360,3285,40645,3310
3305,3380,3290,59502,3350
3380,3390,3310,67464,3325
3385,3410,3340,66714,3375
3415,3415,3360,43254,3385
3370,3420,3355,37989,3395
3420,3430,3375,51098,3390
3430,3430,3400,67145,3400
3480,3490,3405,101898,3405
3500,3550,3400,156440,3480
3465,3515,3405,109260,3455
3460,3515,3420,128216,3465
3625,3650,3490,145611,3490
3660,3800,3600,302276,3610
3610,3655,3555,114982,3655
3575,3690,3510,138141,3610
3605,3665,3525,138659,3555
3635,3640,3490,153628,3605
3670,3680,3590,127137,3635
3715,3780,3570,405899,3645
3720,3810,3680,214657,3690
3755,3870,3705,311635,3755
3920,3920,3725,479661,3775
3910,4140,3875,856146,3885
4035,4035,3905,297444,3910
4110,4260,3930,783929,4035
4310,4450,4020,1118013,4110
4500,4650,4070,1142040,4255
4730,5470,4400,2398090,4455
4810,5000,4650,372101,4755
5820,5820,5060,534796,5060
5210,5510,5210,509229,5400
4300,5900,4265,6819598,5380
5350,5450,4620,2145693,4645
5150,5640,4980,3226467,5250
4260,5680,4000,7776685,4860
4200,4500,3855,4190691,4500
3390,3725,3350,251078,3465
3340,3445,3315,18079,3345
3300,3345,3240,10553,3340
3210,3345,3210,29596,3290
3160,3190,3135,9633,3190
3230,3230,3130,19641,3170
3220,3230,3190,8430,3215
3175,3190,3115,17345,3160
3195,3195,3110,18636,3175
3210,3210,3100,20604,3150
3175,3195,3120,9093,3195
3175,3270,3115,16145,3165
3320,3440,3160,55784,3200
3360,3360,3260,14479,3300
3330,3400,3315,11874,3315
3435,3435,3360,16344,3395
3360,3460,3360,16821,3430
3540,3550,3430,28906,3480
3430,3520,3430,16311,3500
3500,3600,3500,8248,3515
3450,3560,3425,12267,3550
3455,3525,3455,15318,3480
3550,3610,3495,50535,3495
3655,3670,3590,23757,3620
3605,3820,3595,52195,3635
3755,3760,3640,35676,3680
3690,3770,3670,30209,3755
3850,3870,3685,50468,3690
3830,3980,3810,77996,3835
3805,3830,3770,30323,3770
3660,3825,3660,53189,3805
3735,3735,3635,55177,3670
3710,3800,3705,34552,3735
3755,3790,3625,83365,3695
3995,4050,3800,76580,3800
3900,4010,3800,133231,3980
3785,3910,3670,135672,3775
4400,4600,3850,627583,3870
4145,4255,4005,454327,4045
4050,4200,3915,312422,4075
3825,4060,3710,232716,3995
3700,3870,3700,81303,3820
3650,4010,3615,221201,3700
3850,3860,3685,107552,3725
3995,4085,3805,266567,3810
3660,4435,3640,1166771,3950
3585,3760,3535,170374,3680
3460,3585,3460,60010,3530
3500,3590,3440,101146,3455
3460,3530,3350,82181,3485
3320,3600,3260,221563,3400
3310,3340,3285,61509,3305
3380,3420,3315,48142,3345
3485,3580,3370,63686,3385
3410,3540,3380,73333,3435
3375,3435,3335,27379,3390
3325,3425,3320,44185,3370
3345,3360,3280,36465,3325
3350,3380,3300,34191,3360
3390,3410,3340,23370,3350
3320,3480,3310,77979,3420
3340,3350,3270,36687,3295
3370,3400,3335,26167,3335
3360,3435,3345,42234,3370
3310,3385,3300,27416,3375
3350,3425,3350,12185,3365
3320,3360,3265,8103,3355
3400,3400,3310,40516,3320
3480,3480,3390,12252,3420
3390,3560,3390,23654,3485
3440,3490,3370,24639,3420
3530,3530,3420,38575,3435
3550,3645,3480,53326,3505
3430,3545,3405,24069,3495
3385,3410,3385,10763,3400
3435,3455,3385,17564,3385
3490,3500,3430,17484,3475
3330,3445,3285,25561,3440
3480,3480,3350,61371,3355
3505,3650,3505,59923,3540
3605,3625,3500,33251,3505
3510,3605,3485,32235,3605
3580,3590,3515,27631,3535
3580,3600,3525,48831,3575
3650,3650,3480,58776,3590
3710,3710,3620,36117,3645
3730,3730,3650,42445,3695
3780,3780,3715,48871,3740
